"name","country","subcountry","geonameid"
"Logan City","Australia","Queensland","7281838"
"Logansport","United States","Indiana","4922968"
"Lognes","France","Île-de-France","2997904"
"Logroño","Spain","La Rioja","3118150"
"Lohārdaga","India","Jharkhand","1264839"
"Lohja","Finland","Uusimaa","647751"
"Lohmar","Germany","North Rhine-Westphalia","2876218"
"Lohne","Germany","Lower Saxony","2876185"
"Löhne","Germany","North Rhine-Westphalia","2876187"
"Lohr am Main","Germany","Bavaria","2876147"
"Loikaw","Myanmar","Kayah","1313479"
"Loja","Ecuador","Loja","3654667"
"Loja","Spain","Andalusia","2514946"
"Lökbatan","Azerbaijan","Baki","585630"
"Lokeren","Belgium","Flanders","2792196"
"Lokoja","Nigeria","Kogi","2331939"
"Lokossa","Benin","Mono","2392897"
"Lolodorf","Cameroon","South Province","2229267"
"Lom","Bulgaria","Montana","729581"
"Lom Sak","Thailand","Phetchabun","1609043"
"Loma de Gato","Philippines","Central Luzon","1705771"
"Loma Linda","United States","California","5367696"
"Lomas del Sur","Mexico","Jalisco","8858108"
"Lombard","United States","Illinois","4900373"
"Lomé","Togo","Maritime","2365267"
"Łomianki","Poland","Masovian Voivodeship","766042"
"Lomita","United States","California","5367767"
"Lomme","France","Nord-Pas-de-Calais-Picardie","2997803"
"Lommel","Belgium","Flanders","2792179"
"Lomonosov","Russia","St.-Petersburg","534341"
"Lompoc","United States","California","5367788"
"Łomża","Poland","Podlasie","766027"
"Lonār","India","Maharashtra","1264794"
"Lonavla","India","Maharashtra","1264793"
"Loncoche","Chile","Araucanía","3882582"
"Londerzeel","Belgium","Flanders","2792165"
"London","Canada","Ontario","6058560"
"London","United Kingdom","England","2643743"
"Londonderry County Borough","United Kingdom","Northern Ireland","2643734"
"Londrina","Brazil","Paraná","3458449"
"Long Beach","United States","New York","5125086"
"Long Beach","United States","California","5367929"
"Long Branch","United States","New Jersey","5100619"
"Long Eaton","United Kingdom","England","2643697"
"Long Island City","United States","New York","5125125"
"Long Xuyên","Vietnam","An Giang","1575627"
"Longfeng","China","Heilongjiang Sheng","2035980"
"Longfield","United Kingdom","England","2643696"
"Longgang","China","Shandong Sheng","1802550"
"Longjiang","China","Heilongjiang Sheng","2035970"
"Longjing","China","Jilin Sheng","2035966"
"Longjumeau","France","Île-de-France","2997712"
"Longmeadow","United States","Massachusetts","4942508"
"Longmont","United States","Colorado","5579276"
"Longonjo","Angola","Huambo","3347853"
"Longquan","China","Yunnan","1802476"
"Longsight","United Kingdom","England","6691766"
"Longueuil","Canada","Quebec","6059891"
"Longview","United States","Washington","5801617"
"Longyearbyen","Svalbard and Jan Mayen","Svalbard","2729907"
"Loni","India","Uttar Pradesh","1264773"
"Lons-le-Saunier","France","Bourgogne-Franche-Comté","2997626"
"Loon op Zand","Netherlands","North Brabant","2751456"
"Loos","France","Nord-Pas-de-Calais-Picardie","2997620"
"Lop Buri","Thailand","Lop Buri","1609032"
"Lopez","Philippines","Calabarzon","1705572"
"Lora del Río","Spain","Andalusia","2514893"
"Lorain","United States","Ohio","5161262"
"Loralai","Pakistan","Balochistān","1171868"
"Lorca","Spain","Murcia","2514891"
"Lorena","Brazil","São Paulo","3458425"
"Loreto","Mexico","Zacatecas","3998291"
"Lorica","Colombia","Córdoba","3676397"
"Lorient","France","Brittany","2997577"
"Lormont","France","Aquitaine-Limousin-Poitou-Charentes","2997556"
"Lörrach","Germany","Baden-Württemberg","2875881"
"Los Alcázares","Spain","Murcia","2514868"
"Los Altos","United States","California","5368335"
"Los Andes","Chile","Valparaíso","3882434"
"Los Angeles","United States","California","5368361"
"Los Ángeles","Chile","Biobío","3882428"
"Los Banos","United States","California","5368453"
"Los Baños","Philippines","Calabarzon","1705536"
"Los Barrios","Spain","Andalusia","2514824"
"Los Dos Caminos","Venezuela","Miranda","3634184"
"Los Gatos","United States","California","5368518"
"Los Llanos de Aridane","Spain","Canary Islands","2514651"
"Los Mochis","Mexico","Sinaloa","3997479"
"Los Palacios","Cuba","Pinar del Río","3548993"
"Los Palacios y Villafranca","Spain","Andalusia","2514553"
"Los Patios","Colombia","Norte de Santander","3675975"
"Los Rastrojos","Venezuela","Lara","3633677"
"Los Realejos","Spain","Canary Islands","6692471"
"Los Reyes La Paz","Mexico","México","3523908"
"Los Teques","Venezuela","Miranda","3633622"
"Losal","India","Rajasthan","1264756"
"Losheim","Germany","Saarland","2875831"
"Losino-Petrovskiy","Russia","MO","534015"
"Lospalos","East Timor","Lautém","1937274"
"Losser","Netherlands","Overijssel","2751424"
"Lota","Chile","Biobío","3881276"
"Loudi","China","Hunan","1802238"
"Louga","Senegal","Louga","2249222"
"Loughborough","United Kingdom","England","2643567"
"Louis Trichardt","South Africa","Limpopo","981827"
"Louisville","United States","Kentucky","4299276"
"Louisville","United States","Colorado","5429522"
"Loulé","Portugal","Faro","2266988"
"Loum","Cameroon","Littoral","2229152"
"Louny","Czech Republic","Ústecký","3071507"
"Lourdes","France","Languedoc-Roussillon-Midi-Pyrénées","2997395"
"Loures","Portugal","Lisbon","2266977"
"Loushanguan","China","Guizhou Sheng","1792516"
"Louth","United Kingdom","England","2643553"
"Louvain-la-Neuve","Belgium","Wallonia","2792073"
"Louveira","Brazil","São Paulo","3458406"
"Louviers","France","Normandy","2997336"
"Lovech","Bulgaria","Lovech","729559"
"Loveland","United States","Colorado","5579368"
"Loves Park","United States","Illinois","4900579"
"Lovisa","Finland","Uusimaa","647571"
"Lowell","United States","Massachusetts","4942618"
"Lower Earley","United Kingdom","England","7290015"
"Lower Hutt","New Zealand","Wellington","2188164"
"Lower Sacvkille","Canada","Nova Scotia","10287505"
"Lowestoft","United Kingdom","England","2643490"
"Łowicz","Poland","Łódź Voivodeship","3093066"
"Loxstedt","Germany","Lower Saxony","2875645"
"Lozova","Ukraine","Kharkiv","702760"
"Luancheng","China","Hebei","1802204"
"Luanda","Angola","Luanda","2240449"
"Luang Prabang","Laos","Louangphabang","1655559"
"Luanshya","Zambia","Copperbelt","909863"
"Luau","Angola","Moxico","876177"
"Lubań","Poland","Lower Silesian Voivodeship","3093040"
"Lubango","Angola","Huíla","3347762"
"Lubao","Democratic Republic of the Congo","Kasaï-Oriental","211098"
"Lubao","Philippines","Central Luzon","1705440"
"Lubartów","Poland","Lublin Voivodeship","765927"
"Lübbecke","Germany","North Rhine-Westphalia","2875626"
"Lübbenau","Germany","Brandenburg","2875623"
"Lubbock","United States","Texas","5525577"
"Lübeck","Germany","Schleswig-Holstein","2875601"
"Lubin","Poland","Lower Silesian Voivodeship","3092931"
"Lublin","Poland","Lublin Voivodeship","765876"
"Lubliniec","Poland","Silesian Voivodeship","3092906"
"Lubny","Ukraine","Poltava","702723"
"Luboń","Poland","Greater Poland Voivodeship","3092856"
"Lubu","China","Guangdong","1802177"
"Lubuklinggau","Indonesia","South Sumatra","1637158"
"Lubumbashi","Democratic Republic of the Congo","Katanga","922704"
"Lucan","Ireland","Leinster","2962785"
"Lucapa","Angola","Lunda Norte","145724"
"Lucas","Brazil","Mato Grosso","3458397"
"Lucaya","Bahamas","Freeport","3571971"
"Lucban","Philippines","Calabarzon","1705367"
"Lucca","Italy","Tuscany","3174530"
"Lucé","France","Centre","2997246"
"Lucena","Spain","Andalusia","2514392"
"Lucena","Philippines","Calabarzon","1705357"
"Lučenec","Slovakia","Banskobystrický","3058986"
"Lucera","Italy","Apulia","3174526"
"Luchegorsk","Russia","Primorskiy","2020689"
"Lucheng","China","Anhui Sheng","1802068"
"Luchingu","Tanzania","Mtwara","878223"
"Luckeesarai","India","Bihar","1264735"
"Luckenwalde","Germany","Brandenburg","2875484"
"Lucknow","India","Uttar Pradesh","1264733"
"Lüdenscheid","Germany","North Rhine-Westphalia","2875457"
"Lüderitz","Namibia","Karas","3355672"
"Ludhiāna","India","Punjab","1264728"
"Lüdinghausen","Germany","North Rhine-Westphalia","2875417"
"Ludlow","United States","Massachusetts","4942744"
"Luduş","Romania","Mureş","674541"
"Ludwigsburg","Germany","Baden-Württemberg","2875392"
"Ludwigsfelde","Germany","Brandenburg","2875379"
"Ludwigshafen am Rhein","Germany","Rheinland-Pfalz","2875376"
"Luebo","Democratic Republic of the Congo","Kasaï-Occidental","210939"
"Luena","Angola","Moxico","3347719"
"Luga","Russia","Leningrad","533690"
"Lugano","Switzerland","Ticino","2659836"
"Lugazi","Uganda","Central Region","229911"
"Lugo","Spain","Galicia","3117814"
"Lugo","Italy","Emilia-Romagna","3174494"
"Lugoba","Tanzania","Pwani","155743"
"Lugoj","Romania","Timiş","674531"
"Lugu","Taiwan","Taiwan","1672551"
"Lugulu","Kenya","Busia","188657"
"Luhansk","Ukraine","Luhansk","702658"
"Luimneach","Ireland","Munster","2962943"
"Luján","Argentina","Buenos Aires","3430988"
"Lukhovitsy","Russia","MO","533543"
"Łuków","Poland","Lublin Voivodeship","765749"
"Lukuledi","Tanzania","Mtwara","878195"
"Luleå","Sweden","Norrbotten","604490"
"Lüleburgaz","Turkey","Kırklareli","741855"
"Lumajang","Indonesia","East Java","1637090"
"Lumbang","Philippines","Calabarzon","1705190"
"Lumberton","United States","North Carolina","4477525"
"Lumding Railway Colony","India","Assam","7302859"
"Lumezzane","Italy","Lombardy","6534216"
"Lumphăt","Cambodia","Ratanakiri","1830377"
"Lumut","Malaysia","Perak","1735450"
"Lūnāvāda","India","Gujarat","1264700"
"Lund","Sweden","Skåne","2693678"
"Lüneburg","Germany","Lower Saxony","2875115"
"Lunel","France","Languedoc-Roussillon-Midi-Pyrénées","2997116"
"Lünen","Germany","North Rhine-Westphalia","2875107"
"Lunéville","France","Alsace-Champagne-Ardenne-Lorraine","2997110"
"Lunglei","India","Mizoram","1264688"
"Luninyets","Belarus","Brest","625818"
"Lunsar","Sierra Leone","Northern Province","2406916"
"Luocheng","China","Sichuan","1801983"
"Luofeng","China","Shandong Sheng","1784953"
"Luohe","China","Henan Sheng","1801934"
"Luorong","China","Guangxi Zhuangzu Zizhiqu","1801850"
"Luoyang","China","Henan Sheng","1801792"
"Luoyang","China","Fujian","1801797"
"Luoyang","China","Guangdong","1801799"
"Lupeni","Romania","Hunedoara","674295"
"Lupon","Philippines","Davao","1704968"
"Luqiao","China","Zhejiang Sheng","1801757"
"Lusaka","Zambia","Lusaka","909137"
"Lusambo","Democratic Republic of the Congo","Kasaï-Oriental","210379"
"Lushnjë","Albania","Fier","3184862"
"Lushoto","Tanzania","Tanga","155569"
"Lüshun","China","Liaoning","1801722"
"Lustenau","Austria","Vorarlberg","2772173"
"Luton","United Kingdom","England","2643339"
"Luts’k","Ukraine","Volyn","702569"
"Lutuhyne","Ukraine","Luhansk","702563"
"Lutz","United States","Florida","4163033"
"Luuq","Somalia","Gedo","54715"
"Luwero","Uganda","Central Region","229746"
"Luwuk","Indonesia","Central Sulawesi","1637001"
"Luxembourg","Luxembourg","Luxembourg","2960316"
"Luxor","Egypt","Luxor","360502"
"Luxu","China","Guangxi Zhuangzu Zizhiqu","1816338"
"Luzern","Switzerland","Lucerne","2659811"
"Luzhniki","Russia","Moscow","533067"
"Luziânia","Brazil","Goiás","3458329"
"Lviv","Ukraine","Lviv","702550"
"Lyantor","Russia","Khanty-Mansiyskiy Avtonomnyy Okrug","1541359"
"Lydenburg","South Africa","Mpumalanga","981158"
"Lyepyel’","Belarus","Vitebsk","625743"
"Lynbrook","United States","New York","5125523"
"Lyndhurst","United States","New Jersey","5100706"
"Lynn","United States","Massachusetts","4942807"
"Lynn Haven","United States","Florida","4163049"
"Lynnwood","United States","Washington","5802049"
"Lynwood","United States","California","5369367"
"Lyon","France","Auvergne-Rhône-Alpes","2996944"
"Lys’va","Russia","Perm","532675"
"Lyskovo","Russia","Nizjnij Novgorod","532715"
"Lysychans’k","Ukraine","Luhansk","702972"
"Lytham St Annes","United Kingdom","England","6693470"
"Lytkarino","Russia","MO","532657"
"Lyubertsy","Russia","MO","532615"
"Lyublino","Russia","Moscow","532535"
"Lyubotyn","Ukraine","Kharkiv","702417"
"Lyudinovo","Russia","Kaluga","532459"
"M’Sila","Algeria","Mʼsila","2486690"
"Ma'an","Jordan","Ma’an","248382"
"Ma'rib","Yemen","Ma’rib","72968"
"Ma‘arratmişrīn","Syria","Idlib","167605"
"maalot Tarshīhā","Israel","Northern District","293420"
"Maao","Philippines","Western Visayas","1704781"
"Maardu","Estonia","Harjumaa","590447"
"Maarssen","Netherlands","Utrecht","2751316"
"Maaseik","Belgium","Flanders","2791964"
"Maasin","Philippines","Eastern Visayas","1704758"
"Maasmechelen","Belgium","Flanders","2791961"
"Maassluis","Netherlands","South Holland","2751285"
"Maastricht","Netherlands","Limburg","2751283"
"Maba","China","Guangdong","1801615"
"Mabai","China","Yunnan","1818004"
"Mabalacat City","Philippines","Central Luzon","1704703"
"Mabama","Tanzania","Tabora","155515"
"Mableton","United States","Georgia","4207226"
"Mabopane","South Africa","Gauteng","980921"
"Macaé","Brazil","Rio de Janeiro","3458266"
"Macaíba","Brazil","Rio Grande do Norte","3396048"
"Macapá","Brazil","Amapá","3396016"
"Macas","Ecuador","Morona-Santiago","3654541"
"Macatuba","Brazil","São Paulo","3458245"
"Macau","Brazil","Rio Grande do Norte","3395998"
"Macau","Macao","Macau","1821274"
"Macclesfield","United Kingdom","England","2643266"
"Maceió","Brazil","Alagoas","3395981"
"Macenta","Guinea","Nzerekore","2417988"
"Macerata","Italy","The Marches","3174380"
"Mach","Pakistan","Balochistān","1171757"
"Machachi","Ecuador","Pichincha","3654536"
"Machado","Brazil","Minas Gerais","3458211"
"Machagai","Argentina","Chaco","3845330"
"Machakos","Kenya","Machakos","188492"
"Machala","Ecuador","El Oro","3654533"
"Machalí","Chile","O'Higgins","3881102"
"Macheng","China","Hubei","1801582"
"Mācherla","India","Andhra Pradesh","1264647"
"Machesney Park","United States","Illinois","4900801"
"Māchhīwāra","India","Punjab","1264644"
"Machhlīshahr","India","Uttar Pradesh","1264643"
"Machida","Japan","Tokyo","1857871"
"Machilīpatnam","India","Andhra Pradesh","1264637"
"Machiques","Venezuela","Zulia","3633444"
"Macia","Mozambique","Gaza","1024701"
"Mackay","Australia","Queensland","2159220"
"Macomb","United States","Illinois","4900817"
"Macon","United States","Georgia","4207400"
"Mâcon","France","Bourgogne-Franche-Comté","2996882"
"Macuspana","Mexico","Tabasco","3523791"
"Mādabā","Jordan","Madaba","248370"
"Madambakkam","India","Tamil Nadu","1465910"
"Madanapalle","India","Andhra Pradesh","1264621"
"Madang","Papua New Guinea","Madang","2091996"
"Madaoua","Niger","Tahoua","2441530"
"Mādārīpur","Bangladesh","Dhaka","1337245"
"Maddagiri","India","Karnataka","1264553"
"Maddaloni","Italy","Campania","3174358"
"Maddūr","India","Karnataka","1264592"
"Madera","United States","California","5369568"
"Madgaon","India","Goa","1264588"
"Madhipura","India","Bihar","1264570"
"Madhubani","India","Bihar","1264555"
"Madhupur","India","Jharkhand","1264551"
"Madhyamgram","India","West Bengal","1264543"
"Madikeri","India","Karnataka","1264540"
"Madīnat ‘Īsá","Bahrain","Southern Governorate","290187"
"Madīnat Ḩamad","Bahrain","Central Governorate","290247"
"Madīnat Sittah Uktūbar","Egypt","Al Jīzah","353219"
"Madingou","Republic of the Congo","Bouenza","2257990"
"Madipakkam","India","Tamil Nadu","1465825"
"Madison","United States","Alabama","4074267"
"Madison","United States","Mississippi","4434663"
"Madison","United States","New Jersey","5100748"
"Madison","United States","Wisconsin","5261457"
"Madison Heights","United States","Michigan","5000500"
"Madisonville","United States","Kentucky","4299670"
"Madiun","Indonesia","East Java","1636930"
"Madrid","Colombia","Cundinamarca","3675707"
"Madrid","Spain","Madrid","3117735"
"Madruga","Cuba","Mayabeque","3548529"
"Madukkarai","India","Tamil Nadu","1264524"
"Madukkūr","India","Tamil Nadu","1264523"
"Madurai","India","Tamil Nadu","1264521"
"Madurāntakam","India","Tamil Nadu","1264520"
"Mae Chan","Thailand","Chiang Rai","1152227"
"Mae Ramat","Thailand","Tak","1152202"
"Mae Sai","Thailand","Chiang Rai","1152194"
"Mae Sot","Thailand","Tak","1152188"
"Maebaru-chūō","Japan","Fukuoka","1857844"
"Maebashi","Japan","Gunma","1857843"
"Maesteg","United Kingdom","Wales","2643218"
"Maevatanana","Madagascar","Betsiboka","1062842"
"Mafeteng","Lesotho","Mafeteng","932614"
"Mafinga","Tanzania","Iringa","155405"
"Mafra","Brazil","Santa Catarina","3458147"
"Mafraq","Jordan","Mafraq","250582"
"Magadan","Russia","Magadan","2123628"
"Māgadi","India","Karnataka","1264514"
"Magalang","Philippines","Central Luzon","1704067"
"Magangué","Colombia","Bolívar","3675692"
"Maganoy","Philippines","Autonomous Region in Muslim Mindanao","1704021"
"Magarao","Philippines","Bicol","1704002"
"Magaria","Niger","Zinder","2441482"
"Magdalena Contreras","Mexico","Mexico City","3523760"
"Magdalena de Kino","Mexico","Sonora","3996893"
"Magdeburg","Germany","Saxony-Anhalt","2874545"
"Magelang","Indonesia","Central Java","1636884"
"Magenta","Italy","Lombardy","3174295"
"Maghar","India","Uttar Pradesh","1264504"
"Maghār","Israel","Northern District","294387"
"Maghull","United Kingdom","England","2643198"
"Magna","United States","Utah","5777793"
"Magnitogorsk","Russia","Chelyabinsk","532288"
"Magog","Canada","Quebec","6064180"
"Magole","Tanzania","Morogoro","155334"
"Magomeni","Tanzania","Dar es Salaam","155321"
"Magong","Taiwan","Taiwan","1672228"
"Magsaysay","Philippines","Davao","1703773"
"Magugu","Tanzania","Manyara","155310"
"Magumeri","Nigeria","Borno","2331528"
"Magway","Myanmar","Magway","1312609"
"Maha Sarakham","Thailand","Maha Sarakham","1608900"
"Mahābād","Iran","Āz̄ārbāyjān-e Gharbī","125446"
"Mahād","India","Maharashtra","1264489"
"Mahajanga","Madagascar","Boeny","1062663"
"Mahalapye","Botswana","Central","933471"
"Mahālingpur","India","Karnataka","1264457"
"Maham","India","Haryana","1264455"
"Mahanje","Tanzania","Ruvuma","155285"
"Mahanoro","Madagascar","Atsinanana","1062553"
"Maharagama","Sri Lanka","Western","1236854"
"Mahārāganj","India","Uttar Pradesh","1264433"
"Mahārājgani","India","Bihar","1264436"
"Mahāsamund","India","Chhattisgarh","1264414"
"Mahayag","Philippines","Zamboanga Peninsula","1703598"
"Mahbūbābād","India","Telangana","1264409"
"Mahbūbnagar","India","Telangana","1264407"
"Mahdia","Tunisia","Al Mahdīyah","2473572"
"Mahdishahr","Iran","Semnān","7100777"
"Mahē","India","Kerala","1264403"
"Mahébourg","Mauritius","Grand Port","934322"
"Mahemdāvād","India","Gujarat","1264398"
"Mahendragarh","India","Haryana","1264395"
"Mahendranagar","Nepal","Far Western","1283095"
"Maheshwar","India","Madhya Pradesh","1264385"
"Mahgawān","India","Madhya Pradesh","1264383"
"Mahiari","India","West Bengal","1348775"
"Mahilyow","Belarus","Mogilev","625665"
"Mahīshādal","India","West Bengal","1264368"
"Mahlsdorf","Germany","Berlin","2874455"
"Mahmudābād","India","Uttar Pradesh","1264363"
"Mahmutlar","Turkey","Antalya","304964"
"Mahobā","India","Uttar Pradesh","1264359"
"Maholi","India","Uttar Pradesh","1264356"
"Mahrīz","Iran","Yazd","124274"
"Mahudha","India","Gujarat","1264344"
"Mahwah","India","Rajasthan","1264323"
"Mahwah","United States","New Jersey","5100776"
"Maia","Portugal","Porto","2738014"
"Maicao","Colombia","La Guajira","3675657"
"Maidenhead","United Kingdom","England","2643186"
"Maidstone","United Kingdom","England","2643179"
"Maiduguri","Nigeria","Borno","2331447"
"Maihar","India","Madhya Pradesh","1264317"
"Mailsi","Pakistan","Punjab","1171502"
"Maināguri","India","West Bengal","1264301"
"Mainpuri","India","Uttar Pradesh","1264292"
"Maintal","Germany","Hesse","2874230"
"Maintirano","Madagascar","Melaky","1061912"
"Mainz","Germany","Rheinland-Pfalz","2874225"
"Maiquetía","Venezuela","Vargas","3633341"
"Mairena del Alcor","Spain","Andalusia","2514288"
"Mairena del Aljarafe","Spain","Andalusia","2514287"
"Mairinque","Brazil","São Paulo","3458132"
"Mairiporã","Brazil","São Paulo","3458131"
"Mairwa","India","Bihar","1264282"
"Maisí","Cuba","Guantánamo","3548441"
"Maisons-Alfort","France","Île-de-France","2996568"
"Maisons-Laffitte","France","Île-de-France","2996564"
"Maitland","Australia","New South Wales","2159045"
"Maitland","United States","Florida","4163220"
"Maiurno","Sudan","Sinnār","370838"
"Maizuru","Japan","Kyoto","1857766"
"Majadahonda","Spain","Madrid","3117667"
"Majalengka","Indonesia","West Java","1636816"
"Mājalgaon","India","Maharashtra","1263684"
"Majenang","Indonesia","Central Java","1636808"
"Majene","Indonesia","Sulawesi Barat","1636806"
"Majie","China","Yunnan","1801401"
"Majorna","Sweden","Västra Götaland","6619708"
"Majuro","Marshall Islands","Majuro Atoll","2113779"
"Makabe","Japan","Ibaraki","2112019"
"Makakilo","United States","Hawaii","7262761"
"Makakilo City","United States","Hawaii","5850554"
"Makamba","Burundi","Makamba","422232"
"Makassar","Indonesia","South Sulawesi","1622786"
"Makati City","Philippines","Metro Manila","1703417"
"Makeni","Sierra Leone","Northern Province","2406407"
"Makhachkala","Russia","Dagestan","532096"
"Maki","Japan","Niigata","1857751"
"Makīnsk","Kazakhstan","Aqmola","1521230"
"Makiyivka","Ukraine","Donetsk","702320"
"Makó","Hungary","Csongrád","717902"
"Makoko","Nigeria","Lagos","2331158"
"Makouda","Algeria","Boumerdes","2490297"
"Makrāna","India","Rajasthan","1264206"
"Maksi","India","Madhya Pradesh","1264198"
"Makubetsu","Japan","Hokkaido","2129324"
"Makueni","Kenya","Makueni","188080"
"Mākum","India","Assam","1264196"
"Makumbako","Tanzania","Njombe","155101"
"Makurazaki","Japan","Kagoshima","1857712"
"Makurdi","Nigeria","Benue","2331140"
"Makuyuni","Tanzania","Tanga","155076"
"Mala","Peru","Lima region","3935572"
"Malabanban Norte","Philippines","Calabarzon","1703355"
"Malabo","Equatorial Guinea","Bioko Norte","2309527"
"Malacca","Malaysia","Melaka","1734759"
"Malacky","Slovakia","Bratislavský","3058897"
"Maladzyechna","Belarus","Minsk","625625"
"Málaga","Colombia","Santander","3675605"
"Málaga","Spain","Andalusia","2514256"
"Malahide","Ireland","Leinster","2962725"
"Malakal","South Sudan","Upper Nile","370737"
"Malakanagiri","India","Odisha","1264075"
"Malakhovka","Russia","MO","531820"
"Malakoff","France","Île-de-France","2996514"
"Malakwāl","Pakistan","Punjab","1171376"
"Malakwal City","Pakistan","Punjab","6457378"
"Malambo","Colombia","Atlántico","3675595"
"Malampaka","Tanzania","Simiyu","155056"
"Malanday","Philippines","Calabarzon","1703116"
"Malang","Indonesia","East Java","1636722"
"Malangwa","Nepal","Central Region","1283082"
"Malanje","Angola","Malanje","2239862"
"Malanville","Benin","Atakora","2392837"
"Malapatan","Philippines","Soccsksargen","1703051"
"Malappuram","India","Kerala","1264154"
"Malārd","Iran","Tehrān","125188"
"Malatya","Turkey","Malatya","304922"
"Malaut","India","Punjab","1264138"
"Malavalli","India","Karnataka","1264136"
"Malaybalay","Philippines","Northern Mindanao","1702934"
"Malāyer","Iran","Hamadān","125185"
"Malazgirt","Turkey","Muş","304916"
"Malbork","Poland","Pomeranian Voivodeship","3092472"
"Maldegem","Belgium","Flanders","2791857"
"Malden","United States","Massachusetts","4942939"
"Maldon","United Kingdom","England","2643160"
"Maldonado","Uruguay","Maldonado","3441894"
"Male","Maldives","Kaafu Atoll","1282027"
"Mālegaon","India","Maharashtra","1264115"
"Māler Kotla","India","Punjab","1264111"
"Malgobek","Russia","Ingushetiya","531129"
"Malgrat de Mar","Spain","Catalonia","3117636"
"Maliana","East Timor","Bobonaro","1636670"
"Malīhābād","India","Uttar Pradesh","1264085"
"Malilipot","Philippines","Bicol","1702763"
"Malinaltepec","Mexico","Guerrero","3523683"
"Malindi","Kenya","Kilifi","187968"
"Malingao","Philippines","Soccsksargen","1978681"
"Malinovka","Belarus","Minsk City","8020218"
"Malinyi","Tanzania","Morogoro","155016"
"Malir Cantonment","Pakistan","Sindh","1171305"
"Malita","Philippines","Davao","1702649"
"Malkajgiri","India","Telangana","7302828"
"Malkāpur","India","Maharashtra","1264071"
"Malkara","Turkey","Tekirdağ","741771"
"Mallasamudram","India","Tamil Nadu","1264047"
"Mallawī","Egypt","Al Minyā","352951"
"Malmesbury","South Africa","Western Cape","3364346"
"Malmö","Sweden","Skåne","2692969"
"Malnate","Italy","Lombardy","3174141"
"Malolos","Philippines","Central Luzon","1702540"
"Maloyaroslavets","Russia","Kaluga","530849"
"Malpe","India","Karnataka","1264037"
"Mālpura","India","Rajasthan","1264032"
"Maltby","United Kingdom","England","2643144"
"Maltepe","Turkey","Istanbul","741763"
"Malumfashi","Nigeria","Katsina","2331005"
"Maluñgun","Philippines","Soccsksargen","1702442"
"Mālūr","India","Karnataka","1264010"
"Maluso","Philippines","Autonomous Region in Muslim Mindanao","1702425"
"Mālvan","India","Maharashtra","1264007"
"Malvar","Philippines","Calabarzon","1702413"
"Malvern East","Australia","Victoria","7932638"
"Malyn","Ukraine","Zhytomyr","702116"
"Mamanguape","Brazil","Paraíba","3395717"
"Mamaroneck","United States","New York","5125738"
"Mamatid","Philippines","Calabarzon","1702372"
"Mamburao","Philippines","Mimaropa","1702263"
"Mamfe","Cameroon","South-West Province","2228675"
"Mamou","Guinea","Mamou","2417833"
"Mamoudzou","Mayotte","Mamoudzou","921815"
"Mampong","Ghana","Ashanti","2298264"
"Māmu Kānjan","Pakistan","Punjab","1171198"
"Man","Ivory Coast","Dix-Huit Montagnes","2284647"
"Manacapuru","Brazil","Amazonas","3663529"
"Manacor","Spain","Balearic Islands","2514216"
"Manado","Indonesia","North Sulawesi","1636544"
"Manage","Belgium","Wallonia","2791814"
"Managua","Nicaragua","Managua","3617763"
"Manakara","Madagascar","Vatovavy Fitovinany","1061605"
"Manali","India","Tamil Nadu","1263968"
"Manama","Bahrain","Manama","290340"
"Manamadurai","India","Tamil Nadu","1263965"
"Mananara","Madagascar","Analanjirofo","1061412"
"Mananjary","Madagascar","Vatovavy Fitovinany","1061335"
"Mānānwāla","Pakistan","Punjab","1171165"
"Manaoag","Philippines","Ilocos","1702096"
"Manapla","Philippines","Western Visayas","1702077"
"Manapparai","India","Tamil Nadu","1263952"
"Manāsa","India","Madhya Pradesh","1263949"
"Manatí","Puerto Rico","Manati","4566137"
"Manaus","Brazil","Amazonas","3663517"
"Mānāvadar","India","Gujarat","1263943"
"Manavgat","Turkey","Antalya","304854"
"Manāwar","India","Madhya Pradesh","1263940"
"Manay","Philippines","Davao","1702032"
"Manbij","Syria","Aleppo","167357"
"Mancherāl","India","Telangana","1263936"
"Manchester","United Kingdom","England","2643123"
"Manchester","United States","Missouri","4396915"
"Manchester","United States","New Hampshire","5089178"
"Mandaguari","Brazil","Paraná","3458049"
"Māndal","India","Rajasthan","1263917"
"Mandalay","Myanmar","Mandalay","1311874"
"Māndalgarh","India","Rajasthan","1263911"
"Mandalgovi","Mongolia","Middle Govĭ","2030065"
"Mandalī","Iraq","Diyālá","93709"
"Mandaluyong City","Philippines","Metro Manila","1701966"
"Mandamarri","India","Telangana","7302829"
"Mandan","United States","North Dakota","5690366"
"Mandapam","India","Tamil Nadu","1263900"
"Mandapeta","India","Andhra Pradesh","1263898"
"Mandaue City","Philippines","Central Visayas","1701947"
"Mandāwar","India","Uttar Pradesh","1263879"
"Mandelieu-la-Napoule","France","Provence-Alpes-Côte d'Azur","2996255"
"Mandera","Kenya","Mandera","187896"
"Mandeville","Jamaica","Manchester","3489577"
"Mandi","India","Himachal Pradesh","1263862"
"Mandi Bahāuddīn","Pakistan","Punjab","1171123"
"Mandideep","India","Madhya Pradesh","7279752"
"Mandlā","India","Madhya Pradesh","1263852"
"Mandsaur","India","Madhya Pradesh","1263834"
